image_path,person_name,bbox,split_type
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Hugo_Chavez/Hugo_Chavez_0030.jpg,Hugo_Chavez,"[72, 69, 170, 199]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Salma_Hayek/Salma_Hayek_0004.jpg,Salma_Hayek,"[79, 60, 173, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0176.jpg,Colin_Powell,"[70, 65, 165, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/John_Paul_II/John_Paul_II_0006.jpg,John_Paul_II,"[70, 60, 170, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jiang_Zemin/Jiang_Zemin_0001.jpg,Jiang_Zemin,"[76, 64, 172, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Justin_Leonard/Justin_Leonard_0004.jpg,Justin_Leonard,"[73, 57, 175, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Laura_Bush/Laura_Bush_0019.jpg,Laura_Bush,"[73, 68, 162, 184]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Salman_Rushdie/Salman_Rushdie_0002.jpg,Salman_Rushdie,"[82, 72, 164, 186]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Martha_Stewart/Martha_Stewart_0004.jpg,Martha_Stewart,"[69, 53, 176, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Edward_Lu/Edward_Lu_0002.jpg,Edward_Lu,"[76, 62, 175, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jorge_Batlle/Jorge_Batlle_0001.jpg,Jorge_Batlle,"[70, 67, 188, 224]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0007.jpg,Atal_Bihari_Vajpayee,"[74, 63, 173, 182]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Vladimir_Spidla/Vladimir_Spidla_0001.jpg,Vladimir_Spidla,"[76, 67, 164, 185]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Alec_Baldwin/Alec_Baldwin_0004.jpg,Alec_Baldwin,"[72, 61, 169, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jose_Serra/Jose_Serra_0008.jpg,Jose_Serra,"[76, 54, 178, 196]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Nicole_Kidman/Nicole_Kidman_0013.jpg,Nicole_Kidman,"[-32, 76, 59, 199]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Yoriko_Kawaguchi/Yoriko_Kawaguchi_0009.jpg,Yoriko_Kawaguchi,"[79, 67, 170, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0147.jpg,Colin_Powell,"[77, 59, 174, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Yao_Ming/Yao_Ming_0003.jpg,Yao_Ming,"[80, 64, 176, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0264.jpg,George_W_Bush,"[75, 64, 173, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Augustin_Calleri/Augustin_Calleri_0002.jpg,Augustin_Calleri,"[85, 102, 159, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Sheryl_Crow/Sheryl_Crow_0003.jpg,Sheryl_Crow,"[77, 61, 174, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/James_Gandolfini/James_Gandolfini_0001.jpg,James_Gandolfini,"[76, 68, 170, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Ron_Dittemore/Ron_Dittemore_0003.jpg,Ron_Dittemore,"[80, 63, 172, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0131.jpg,George_W_Bush,"[80, 63, 172, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Donald_Rumsfeld/Donald_Rumsfeld_0002.jpg,Donald_Rumsfeld,"[73, 62, 163, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Bill_Clinton/Bill_Clinton_0007.jpg,Bill_Clinton,"[76, 64, 173, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Donald_Rumsfeld/Donald_Rumsfeld_0004.jpg,Donald_Rumsfeld,"[75, 67, 168, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Christine_Baumgartner/Christine_Baumgartner_0001.jpg,Christine_Baumgartner,"[76, 58, 179, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tommy_Thompson/Tommy_Thompson_0007.jpg,Tommy_Thompson,"[73, 67, 167, 196]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Patricia_Clarkson/Patricia_Clarkson_0001.jpg,Patricia_Clarkson,"[79, 60, 176, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Vincent_Gallo/Vincent_Gallo_0001.jpg,Vincent_Gallo,"[78, 58, 169, 185]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Vicente_Fernandez/Vicente_Fernandez_0004.jpg,Vicente_Fernandez,"[75, 65, 169, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Intisar_Ajouri/Intisar_Ajouri_0002.jpg,Intisar_Ajouri,"[72, 62, 172, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Kirk_Johnson/Kirk_Johnson_0001.jpg,Kirk_Johnson,"[70, 70, 191, 218]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Hans_Blix/Hans_Blix_0033.jpg,Hans_Blix,"[71, 61, 169, 187]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gerhard_Schroeder/Gerhard_Schroeder_0091.jpg,Gerhard_Schroeder,"[75, 60, 172, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Lleyton_Hewitt/Lleyton_Hewitt_0012.jpg,Lleyton_Hewitt,"[77, 75, 163, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Ben_Howland/Ben_Howland_0001.jpg,Ben_Howland,"[78, 63, 172, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Fernando_Vargas/Fernando_Vargas_0003.jpg,Fernando_Vargas,"[76, 60, 175, 185]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0457.jpg,George_W_Bush,"[74, 73, 163, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jennifer_Lopez/Jennifer_Lopez_0021.jpg,Jennifer_Lopez,"[89, 68, 182, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Celine_Dion/Celine_Dion_0001.jpg,Celine_Dion,"[81, 56, 184, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0012.jpg,George_W_Bush,"[80, 62, 173, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tiger_Woods/Tiger_Woods_0019.jpg,Tiger_Woods,"[74, 66, 171, 186]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gerhard_Schroeder/Gerhard_Schroeder_0059.jpg,Gerhard_Schroeder,"[78, 65, 169, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Fernando_Henrique_Cardoso/Fernando_Henrique_Cardoso_0005.jpg,Fernando_Henrique_Cardoso,"[98, 65, 191, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gian_Marco/Gian_Marco_0003.jpg,Gian_Marco,"[82, 74, 161, 182]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Paul_McCartney/Paul_McCartney_0001.jpg,Paul_McCartney,"[78, 65, 172, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0527.jpg,George_W_Bush,"[77, 66, 168, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Nan_Wang/Nan_Wang_0004.jpg,Nan_Wang,"[86, 70, 170, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gary_Doer/Gary_Doer_0002.jpg,Gary_Doer,"[76, 64, 173, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Nestor_Kirchner/Nestor_Kirchner_0005.jpg,Nestor_Kirchner,"[75, 62, 169, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Donald_Rumsfeld/Donald_Rumsfeld_0061.jpg,Donald_Rumsfeld,"[80, 68, 167, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Sylvester_Stallone/Sylvester_Stallone_0006.jpg,Sylvester_Stallone,"[74, 63, 164, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Richard_Myers/Richard_Myers_0004.jpg,Richard_Myers,"[78, 61, 176, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Edmund_Stoiber/Edmund_Stoiber_0004.jpg,Edmund_Stoiber,"[68, 58, 173, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Mike_Weir/Mike_Weir_0008.jpg,Mike_Weir,"[78, 59, 174, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0308.jpg,George_W_Bush,"[-56, -1, 47, 116]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Junichiro_Koizumi/Junichiro_Koizumi_0059.jpg,Junichiro_Koizumi,"[79, 64, 171, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0183.jpg,Colin_Powell,"[83, 60, 191, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Condoleezza_Rice/Condoleezza_Rice_0005.jpg,Condoleezza_Rice,"[148, -85, 282, 92]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Kim_Ryong-sung/Kim_Ryong-sung_0008.jpg,Kim_Ryong-sung,"[75, 63, 172, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Michael_Bloomberg/Michael_Bloomberg_0002.jpg,Michael_Bloomberg,"[82, 67, 171, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Kim_Clijsters/Kim_Clijsters_0007.jpg,Kim_Clijsters,"[70, 67, 171, 184]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_Galloway/George_Galloway_0003.jpg,George_Galloway,"[75, 64, 175, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0114.jpg,Colin_Powell,"[64, 63, 163, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0434.jpg,George_W_Bush,"[67, 58, 169, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Nicanor_Duarte_Frutos/Nicanor_Duarte_Frutos_0002.jpg,Nicanor_Duarte_Frutos,"[79, 57, 174, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Azra_Akin/Azra_Akin_0004.jpg,Azra_Akin,"[81, 62, 175, 187]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gerhard_Schroeder/Gerhard_Schroeder_0011.jpg,Gerhard_Schroeder,"[70, 63, 170, 200]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Pedro_Almodovar/Pedro_Almodovar_0006.jpg,Pedro_Almodovar,"[77, 66, 177, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Hosni_Mubarak/Hosni_Mubarak_0002.jpg,Hosni_Mubarak,"[74, 60, 171, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Hillary_Clinton/Hillary_Clinton_0012.jpg,Hillary_Clinton,"[82, 63, 180, 201]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Alvaro_Uribe/Alvaro_Uribe_0023.jpg,Alvaro_Uribe,"[76, 66, 172, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Robert_Bonner/Robert_Bonner_0002.jpg,Robert_Bonner,"[87, 65, 179, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gerhard_Schroeder/Gerhard_Schroeder_0062.jpg,Gerhard_Schroeder,"[77, 60, 173, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Hun_Sen/Hun_Sen_0002.jpg,Hun_Sen,"[76, 62, 178, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Serena_Williams/Serena_Williams_0020.jpg,Serena_Williams,"[64, 50, 176, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Silvio_Berlusconi/Silvio_Berlusconi_0017.jpg,Silvio_Berlusconi,"[77, 67, 174, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Alvaro_Uribe/Alvaro_Uribe_0035.jpg,Alvaro_Uribe,"[78, 71, 170, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jennifer_Lopez/Jennifer_Lopez_0005.jpg,Jennifer_Lopez,"[70, 58, 164, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Sebastian_Saja/Sebastian_Saja_0001.jpg,Sebastian_Saja,"[79, 62, 178, 199]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Jiri_Novak/Jiri_Novak_0008.jpg,Jiri_Novak,"[77, 66, 172, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Bernard_Landry/Bernard_Landry_0004.jpg,Bernard_Landry,"[79, 73, 169, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Lance_Armstrong/Lance_Armstrong_0013.jpg,Lance_Armstrong,"[77, 66, 172, 187]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tang_Jiaxuan/Tang_Jiaxuan_0004.jpg,Tang_Jiaxuan,"[76, 66, 173, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Eduard_Shevardnadze/Eduard_Shevardnadze_0002.jpg,Eduard_Shevardnadze,"[194, -28, 313, 115]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Donald_Rumsfeld/Donald_Rumsfeld_0014.jpg,Donald_Rumsfeld,"[74, 69, 166, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0040.jpg,Arnold_Schwarzenegger,"[80, 69, 170, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Habib_Rizieq/Habib_Rizieq_0003.jpg,Habib_Rizieq,"[69, 52, 177, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Penelope_Cruz/Penelope_Cruz_0001.jpg,Penelope_Cruz,"[73, 60, 177, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0106.jpg,Colin_Powell,"[73, 56, 197, 216]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0230.jpg,George_W_Bush,"[74, 58, 173, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Holly_Hunter/Holly_Hunter_0003.jpg,Holly_Hunter,"[77, 63, 170, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Calista_Flockhart/Calista_Flockhart_0001.jpg,Calista_Flockhart,"[71, 66, 166, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Geoff_Hoon/Geoff_Hoon_0001.jpg,Geoff_Hoon,"[69, 60, 169, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Roy_Williams/Roy_Williams_0002.jpg,Roy_Williams,"[86, 77, 165, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Albert_Costa/Albert_Costa_0006.jpg,Albert_Costa,"[74, 61, 173, 201]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gerhard_Schroeder/Gerhard_Schroeder_0019.jpg,Gerhard_Schroeder,"[80, 62, 173, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Christopher_Walken/Christopher_Walken_0001.jpg,Christopher_Walken,"[76, 62, 170, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0149.jpg,Colin_Powell,"[72, 59, 172, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Arnold_Schwarzenegger/Arnold_Schwarzenegger_0039.jpg,Arnold_Schwarzenegger,"[76, 65, 169, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Fujio_Cho/Fujio_Cho_0006.jpg,Fujio_Cho,"[77, 63, 176, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Atal_Bihari_Vajpayee/Atal_Bihari_Vajpayee_0008.jpg,Atal_Bihari_Vajpayee,"[70, 66, 166, 185]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Emanuel_Ginobili/Emanuel_Ginobili_0005.jpg,Emanuel_Ginobili,"[80, 62, 170, 203]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Bill_Clinton/Bill_Clinton_0023.jpg,Bill_Clinton,"[89, 65, 181, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0009.jpg,George_W_Bush,"[77, 64, 172, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tony_Bennett/Tony_Bennett_0003.jpg,Tony_Bennett,"[75, 62, 174, 186]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/John_Ashcroft/John_Ashcroft_0039.jpg,John_Ashcroft,"[74, 63, 171, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/John_Kerry/John_Kerry_0006.jpg,John_Kerry,"[70, 65, 167, 186]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tom_Daschle/Tom_Daschle_0013.jpg,Tom_Daschle,"[75, 62, 173, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Winona_Ryder/Winona_Ryder_0017.jpg,Winona_Ryder,"[74, 64, 175, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/John_Howard/John_Howard_0003.jpg,John_Howard,"[77, 63, 175, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gus_Van_Sant/Gus_Van_Sant_0001.jpg,Gus_Van_Sant,"[76, 65, 169, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Junichiro_Koizumi/Junichiro_Koizumi_0049.jpg,Junichiro_Koizumi,"[77, 60, 178, 201]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0042.jpg,George_W_Bush,"[77, 72, 167, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0275.jpg,George_W_Bush,"[77, 60, 174, 193]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Diana_Munz/Diana_Munz_0001.jpg,Diana_Munz,"[65, 61, 169, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Helen_Clark/Helen_Clark_0003.jpg,Helen_Clark,"[73, 67, 173, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tim_Conway/Tim_Conway_0001.jpg,Tim_Conway,"[77, 64, 174, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0211.jpg,Colin_Powell,"[79, 68, 172, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Rick_Romley/Rick_Romley_0001.jpg,Rick_Romley,"[76, 69, 169, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Igor_Ivanov/Igor_Ivanov_0001.jpg,Igor_Ivanov,"[79, 80, 170, 188]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tony_Blair/Tony_Blair_0065.jpg,Tony_Blair,"[76, 65, 169, 187]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Michelle_Kwan/Michelle_Kwan_0005.jpg,Michelle_Kwan,"[78, 62, 175, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0188.jpg,George_W_Bush,"[77, 67, 168, 187]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Salma_Hayek/Salma_Hayek_0007.jpg,Salma_Hayek,"[79, 66, 173, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Michael_Jackson/Michael_Jackson_0003.jpg,Michael_Jackson,"[74, 52, 205, 233]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tommy_Franks/Tommy_Franks_0009.jpg,Tommy_Franks,"[73, 61, 172, 200]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0016.jpg,Luiz_Inacio_Lula_da_Silva,"[76, 64, 174, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Luiz_Inacio_Lula_da_Silva/Luiz_Inacio_Lula_da_Silva_0034.jpg,Luiz_Inacio_Lula_da_Silva,"[71, 61, 176, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Diana_Krall/Diana_Krall_0001.jpg,Diana_Krall,"[75, 61, 169, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Colin_Powell/Colin_Powell_0050.jpg,Colin_Powell,"[70, 61, 172, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Theresa_May/Theresa_May_0001.jpg,Theresa_May,"[72, 63, 168, 190]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Hans_Blix/Hans_Blix_0026.jpg,Hans_Blix,"[86, 76, 169, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Matthew_Perry/Matthew_Perry_0002.jpg,Matthew_Perry,"[71, 62, 170, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Arnoldo_Aleman/Arnoldo_Aleman_0002.jpg,Arnoldo_Aleman,"[74, 64, 175, 194]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/George_W_Bush/George_W_Bush_0215.jpg,George_W_Bush,"[63, 58, 165, 197]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Goldie_Hawn/Goldie_Hawn_0004.jpg,Goldie_Hawn,"[75, 65, 174, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Vicente_Fox/Vicente_Fox_0029.jpg,Vicente_Fox,"[74, 69, 163, 185]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Celine_Dion/Celine_Dion_0008.jpg,Celine_Dion,"[75, 67, 172, 192]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/William_Donaldson/William_Donaldson_0005.jpg,William_Donaldson,"[85, 71, 172, 184]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Gian_Marco/Gian_Marco_0002.jpg,Gian_Marco,"[79, 67, 163, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Alejandro_Toledo/Alejandro_Toledo_0010.jpg,Alejandro_Toledo,"[77, 68, 170, 191]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Pete_Carroll/Pete_Carroll_0002.jpg,Pete_Carroll,"[83, 64, 176, 198]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Kurt_Warner/Kurt_Warner_0002.jpg,Kurt_Warner,"[73, 63, 172, 195]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Juanes/Juanes_0003.jpg,Juanes,"[70, 66, 167, 189]",train
/home/jovyan/face-recognition-model-development/dataset/LFW_face_matching_data/lfw_funneled/Tim_Henman/Tim_Henman_0018.jpg,Tim_Henman,"[78, 66, 171, 187]",train
